filename,width,height,class,xmin,ymin,xmax,ymax
212_IMG_0851_S02.jpg,2048,1536,Leopard,462.0,698.0,1538.0,1318.0
212_IMG_0852_S02.jpg,2048,1536,Leopard,957.0,715.0,1851.0,1187.0
212_IMG_0843_S02.jpg,2048,1536,Leopard,0.0,787.0,1179.0,1506.0
212_IMG_0847_S02.jpg,2048,1536,Leopard,0.0,827.0,803.0,1405.0
213_06090591_S02.jpg,3264,2448,Leopard,1637.0,1016.0,2453.0,1360.0
213_06090590_S02.jpg,3264,2448,Leopard,1552.0,984.0,2375.0,1369.0
213_06090589_S02.jpg,3264,2448,Leopard,1469.0,972.0,2257.0,1358.0
213_02230048_S02.jpg,3264,2448,Leopard,1381.0,1014.0,2197.0,1409.0
213_02230047_S02.jpg,3264,2448,Leopard,1441.0,1020.0,2119.0,1415.0
213_02230046_S02.jpg,3264,2448,Leopard,1492.0,1021.0,2183.0,1411.0
212_PICT4807_S02.jpg,2592,1944,Leopard,6.0,986.0,549.0,1549.0
212_PICT4804_S02.jpg,2592,1944,Leopard,1658.0,1492.0,2590.0,1889.0
212_PICT0129_S02.jpg,2592,1944,Leopard,4.0,1007.0,815.0,1683.0
212_PICT4798_S02.jpg,2592,1944,Leopard,269.0,1140.0,1762.0,1802.0
212_PICT4785_S02.jpg,2592,1944,Leopard,73.0,944.0,885.0,1577.0
212_PICT4783_S02.jpg,2592,1944,Leopard,58.0,930.0,883.0,1574.0
212_PICT0120_S02.jpg,2592,1944,Leopard,3.0,944.0,791.0,1648.0
212_PICT0128_S02.jpg,2592,1944,Leopard,154.0,1079.0,1539.0,1788.0
214_IMG_0942_S02.jpg,2048,1536,Leopard,0.0,514.0,871.0,1067.0
212_PICT2730_S02.jpg,2592,1944,Leopard,187.0,1124.0,1458.0,1778.0
212_PICT3805_S02.jpg,2592,1944,Leopard,1012.0,1251.0,2294.0,1879.0
212_PICT3806_S02.jpg,2592,1944,Leopard,402.0,1142.0,1930.0,1869.0
212_PICT3811_S02.jpg,2592,1944,Leopard,953.0,1230.0,2337.0,1888.0
212_PICT3813_S02.jpg,2592,1944,Leopard,2.0,1026.0,1031.0,1734.0
212_PICT4727_S02.jpg,2592,1944,Leopard,207.0,1121.0,1411.0,1795.0
212_PICT4728_S02.jpg,2592,1944,Leopard,1.0,997.0,1100.0,1649.0
213_08050481_S02.jpg,3264,2448,Leopard,1051.0,979.0,2739.0,1688.0
212_PICT0083_S02.jpg,2592,1944,Leopard,311.0,1127.0,1899.0,1826.0
252_IMG_1226_S02.jpg,2048,1536,Leopard,729.0,1185.0,1540.0,1506.0
252_IMG_1225_S02.jpg,2048,1536,Leopard,1043.0,1189.0,1682.0,1506.0
252_IMAG0014_S02.jpg,3648,2736,Leopard,2532.0,351.0,3648.0,1173.0
252_IMAG0013_S02.jpg,3648,2736,Leopard,1224.0,420.0,3226.0,1285.0
248_доп_IMG_1805_S02.jpg,2048,1536,Leopard,100.0,770.0,1235.0,1326.0
248_доп_IMG_1804_S02.jpg,2048,1536,Leopard,525.0,829.0,1885.0,1427.0
248_доп_IMAG0393_S02.jpg,2560,1920,Leopard,417.0,739.0,1921.0,1439.0
246_IMG_1635_S02.jpg,2048,1536,Leopard,1.0,812.0,348.0,1398.0
246_IMG_1634_S02.jpg,2048,1536,Leopard,2.0,626.0,856.0,1182.0
245_IMG_0023_S02.jpg,2048,1536,Leopard,4.0,328.0,614.0,965.0
245_IMG_0022_S02.jpg,2048,1536,Leopard,0.0,344.0,914.0,1004.0
244_IMG_1044_S02.jpg,2048,1536,Leopard,846.0,888.0,1434.0,1506.0
252_IMG_1227_S02.jpg,2048,1536,Leopard,378.0,1217.0,1169.0,1506.0
261_IMG_0142_S02.jpg,2048,1536,Leopard,1.0,573.0,553.0,1445.0
244_IMG_1041_S02.jpg,2048,1536,Leopard,1061.0,722.0,1874.0,1189.0
261_IMG_0169_S02.jpg,2048,1536,Leopard,1.0,666.0,329.0,1172.0
261_IMG_0171_S02.jpg,2048,1536,Leopard,95.0,769.0,986.0,1503.0
265_IMAG0337_S02.jpg,2560,1920,Leopard,0.0,716.0,1522.0,1788.0
265_IMAG0336_S02.jpg,2560,1920,Leopard,0.0,743.0,1823.0,1731.0
265_IMAG0335_S02.jpg,2560,1920,Leopard,592.0,554.0,2352.0,1538.0
265_IMAG0332_S02.jpg,2560,1920,Leopard,706.0,217.0,2186.0,1553.0
265_IMAG0331_S02.jpg,2560,1920,Leopard,1191.0,267.0,2372.0,1388.0
265_IMAG0101_S02.jpg,2560,1920,Leopard,0.0,582.0,493.0,1734.0
265_IMAG0100_S02.jpg,2560,1920,Leopard,0.0,566.0,1398.0,1696.0
265_IMAG0093_S02.jpg,2560,1920,Leopard,57.0,592.0,1876.0,1734.0
244_IMG_1042_S02.jpg,2048,1536,Leopard,1200.0,733.0,1694.0,1315.0
253_IMG_4546_S02.jpg,2048,1536,Leopard,1.0,738.0,450.0,1034.0
253_IMG_4547_S02.jpg,2048,1536,Leopard,4.0,710.0,569.0,1054.0
253_IMG_4548_S02.jpg,2048,1536,Leopard,8.0,721.0,627.0,990.0
212_PICT0078_S02.jpg,2592,1944,Leopard,0.0,976.0,1227.0,1713.0
212_PICT0077_S02.jpg,2592,1944,Leopard,290.0,1099.0,1893.0,1846.0
212_PICT0076_S02.jpg,2592,1944,Leopard,947.0,1200.0,2232.0,1882.0
212_PICT0075_S02.jpg,2592,1944,Leopard,0.0,982.0,843.0,1677.0
212_PICT0074_S02.jpg,2592,1944,Leopard,163.0,1111.0,1442.0,1803.0
212_PICT0073_S02.jpg,2592,1944,Leopard,677.0,1219.0,1847.0,1885.0
212_PICT0068_S02.jpg,2592,1944,Leopard,433.0,1112.0,2078.0,1871.0
212_PICT0067_S02.jpg,2592,1944,Leopard,1177.0,1212.0,2537.0,1888.0
212_PICT0009_S02.jpg,2592,1944,Leopard,1742.0,1128.0,2592.0,1711.0
212_PICT0008_S02.jpg,2592,1944,Leopard,879.0,1003.0,2564.0,1692.0
212_PICT0007_S02.jpg,2592,1944,Leopard,21.0,808.0,1685.0,1565.0
212_IMG_0861_S02.jpg,2048,1536,Leopard,1418.0,653.0,2048.0,1138.0
212_IMG_0860_S02.jpg,2048,1536,Leopard,1371.0,649.0,2046.0,1138.0
212_IMG_0859_S02.jpg,2048,1536,Leopard,982.0,665.0,1966.0,1181.0
25_IMAG0099_S02.jpg,2560,1920,Leopard,535.0,729.0,1284.0,1269.0
25_IMAG0100_S02.jpg,2560,1920,Leopard,572.0,738.0,1286.0,1271.0
25_IMAG0101_S02.jpg,2560,1920,Leopard,657.0,724.0,1425.0,1274.0
25_IMAG0102_S02.jpg,2560,1920,Leopard,650.0,728.0,1438.0,1272.0
261_IMAG2437_S02.jpg,2560,1920,Leopard,1.0,928.0,1416.0,1600.0
212_PICT0084_S02.jpg,2592,1944,Leopard,337.0,1140.0,1957.0,1837.0
261_IMG_0141_S02.jpg,2048,1536,Leopard,0.0,605.0,814.0,1506.0
212_PICT0069_S02.jpg,2592,1944,Leopard,3.0,982.0,1454.0,1792.0
212_IMG_0853_S02.jpg,2048,1536,Leopard,1610.0,700.0,2045.0,1118.0
212_IMG_0856_S02.jpg,2048,1536,Leopard,2.0,838.0,379.0,1392.0
212_IMG_0857_S02.jpg,2048,1536,Leopard,2.0,777.0,915.0,1349.0
212_IMG_0858_S02.jpg,2048,1536,Leopard,32.0,695.0,1377.0,1327.0
214_IMG_0958_S02 (2).jpg,2048,1536,Leopard,4.0,872.0,1074.0,1432.0
212_PICT2729_S02.jpg,2592,1944,Leopard,603.0,1203.0,2021.0,1867.0
212_PICT1341_S02.jpg,2592,1944,Leopard,1000.0,941.0,2592.0,1718.0
212_IMG_0345_S02_2.jpg,2048,1536,Leopard,1122.0,715.0,1699.0,1182.0
212_IMG_0345_S02.jpg,2048,1536,Leopard,0.0,876.0,1210.0,1492.0
212_IMG_0344_S02.jpg,2048,1536,Leopard,0.0,926.0,874.0,1498.0
212_IMG_0099_S02.jpg,2048,1536,Leopard,778.0,933.0,1898.0,1376.0
212_IMG_0098_S02.jpg,2048,1536,Leopard,736.0,931.0,1901.0,1381.0
212_IMG_0017_S02.jpg,2048,1536,Leopard,0.0,902.0,972.0,1374.0
212_IMG_0016_S02.jpg,2048,1536,Leopard,3.0,943.0,596.0,1378.0
212_IMG_0014_S02.jpg,2048,1536,Leopard,1626.0,859.0,2048.0,1318.0
212_IMG_0012_S02.jpg,2048,1536,Leopard,0.0,913.0,1198.0,1452.0
212_IMG_0011_S02.jpg,2048,1536,Leopard,1.0,963.0,750.0,1464.0
212_IMG_0348_S02.jpg,2048,1536,Leopard,1590.0,822.0,2045.0,1264.0
212_IMG_0010_S02.jpg,2048,1536,Leopard,1.0,1027.0,280.0,1408.0
212_IMG_0005_S02.jpg,2048,1536,Leopard,1206.0,843.0,2046.0,1347.0
212_IMG_0004_S02.jpg,2048,1536,Leopard,830.0,829.0,1891.0,1381.0
212_IMG_0003_S02.jpg,2048,1536,Leopard,0.0,898.0,1152.0,1481.0
212_IMG_0002_S02.jpg,2048,1536,Leopard,3.0,957.0,694.0,1483.0
212_IMG_0001_S02.jpg,2048,1536,Leopard,0.0,990.0,243.0,1402.0
212_IMAG0332_S02.jpg,2560,1920,Leopard,2.0,622.0,574.0,1342.0
212_IMAG0331_S02.jpg,2560,1920,Leopard,2.0,650.0,350.0,1374.0
211_PICT0896_S02.jpg,2592,1944,Leopard,435.0,643.0,1883.0,1641.0
211_PICT0777_S02.jpg,2592,1944,Leopard,3.0,777.0,1457.0,1759.0
211_PICT0776_S02.jpg,2592,1944,Leopard,459.0,592.0,1962.0,1489.0
211_PICT0775_S02.jpg,2592,1944,Leopard,1076.0,500.0,2434.0,1351.0
212_IMG_0424_S02.jpg,2048,1536,Leopard,0.0,938.0,262.0,1434.0
212_IMG_0425_S02.jpg,2048,1536,Leopard,3.0,926.0,633.0,1494.0
212_IMG_0426_S02.jpg,2048,1536,Leopard,0.0,834.0,1445.0,1504.0
212_IMG_0219_S02.jpg,2048,1536,Leopard,323.0,842.0,1357.0,1456.0
212_IMG_0218_S02.jpg,2048,1536,Leopard,327.0,829.0,1381.0,1464.0
212_IMG_0216_S02.jpg,2048,1536,Leopard,299.0,813.0,1430.0,1450.0
212_IMG_0215_S02.jpg,2048,1536,Leopard,677.0,806.0,1882.0,1370.0
212_IMG_0214_S02.jpg,2048,1536,Leopard,1528.0,771.0,2046.0,1302.0
212_IMG_0159_S02.jpg,2048,1536,Leopard,6.0,832.0,1187.0,1426.0
212_IMG_0158_S02.jpg,2048,1536,Leopard,523.0,771.0,1738.0,1336.0
212_IMG_0343_S02.jpg,2048,1536,Leopard,2.0,1013.0,324.0,1498.0
212_IMG_0157_S02.jpg,2048,1536,Leopard,1072.0,741.0,2046.0,1253.0
212_IMG_0343_S02_2.jpg,2048,1536,Leopard,175.0,724.0,1355.0,1373.0
212_IMG_0344_S02_2.jpg,2048,1536,Leopard,706.0,697.0,1584.0,1246.0
212_IMG_0506_S02.jpg,2048,1536,Leopard,336.0,824.0,1339.0,1246.0
212_IMG_0505_S02.jpg,2048,1536,Leopard,0.0,863.0,963.0,1266.0
212_IMG_0504_S02.jpg,2048,1536,Leopard,2.0,867.0,1142.0,1389.0
212_IMG_0503_S02.jpg,2048,1536,Leopard,298.0,849.0,1512.0,1375.0
212_IMG_0436_S02.jpg,2048,1536,Leopard,3.0,940.0,497.0,1489.0
212_IMG_0437_S02.jpg,2048,1536,Leopard,0.0,909.0,800.0,1470.0
212_IMG_0438_S02.jpg,2048,1536,Leopard,0.0,950.0,881.0,1484.0
212_IMG_0440_S02.jpg,2048,1536,Leopard,347.0,824.0,1688.0,1392.0
212_IMG_0441_S02.jpg,2048,1536,Leopard,722.0,809.0,1944.0,1351.0
212_IMG_0493_S02.jpg,2048,1536,Leopard,46.0,832.0,1435.0,1373.0
212_IMG_0495_S02.jpg,2048,1536,Leopard,1173.0,824.0,2046.0,1282.0
212_IMG_0496_S02.jpg,2048,1536,Leopard,1002.0,773.0,1867.0,1338.0
212_IMG_0502_S02.jpg,2048,1536,Leopard,760.0,778.0,1858.0,1314.0
212_IMG_0494_S02.jpg,2048,1536,Leopard,661.0,809.0,1898.0,1290.0
212_PICT2728_S02.jpg,2592,1944,Leopard,1138.0,1290.0,2568.0,1891.0
211_PICT0773_S02.jpg,2592,1944,Leopard,1751.0,606.0,2592.0,1324.0
211_PICT0771_S02.jpg,2592,1944,Leopard,327.0,182.0,2584.0,1730.0
212_IMG_0511_S02.jpg,2048,1536,Leopard,346.0,874.0,2048.0,1506.0
212_IMG_0643_S02.jpg,2048,1536,Leopard,2.0,899.0,842.0,1483.0
212_PICT1339_S02.jpg,2592,1944,Leopard,0.0,574.0,1316.0,1341.0
212_PICT1309_S02.jpg,2592,1944,Leopard,1636.0,1364.0,2588.0,1888.0
212_PICT1119_S02.jpg,2592,1944,Leopard,1869.0,1084.0,2590.0,1704.0
212_PICT1118_S02.jpg,2592,1944,Leopard,1223.0,934.0,2592.0,1661.0
212_PICT1117_S02.jpg,2592,1944,Leopard,431.0,704.0,1999.0,1566.0
212_PICT0599_S02.jpg,2592,1944,Leopard,7.0,686.0,1582.0,1527.0
212_PICT0598_S02.jpg,2592,1944,Leopard,678.0,814.0,2339.0,1709.0
212_PICT0512_S02.jpg,2592,1944,Leopard,102.0,724.0,1585.0,1560.0
212_PICT0511_S02.jpg,2592,1944,Leopard,622.0,806.0,2195.0,1729.0
212_PICT0461_S02.jpg,2592,1944,Leopard,1321.0,1068.0,2592.0,1718.0
212_IMG_0509_S02.jpg,2048,1536,Leopard,1760.0,764.0,2048.0,1177.0
212_PICT0460_S02.jpg,2592,1944,Leopard,182.0,796.0,1725.0,1549.0
212_PICT0343_S02.jpg,2592,1944,Leopard,0.0,690.0,978.0,1367.0
212_PICT0324_S02.jpg,2592,1944,Leopard,1608.0,1130.0,2592.0,1729.0
212_PICT0323_S02.jpg,2592,1944,Leopard,818.0,951.0,2228.0,1659.0
212_PICT0152_S02.jpg,2592,1944,Leopard,5.0,681.0,740.0,1345.0
212_PICT0151_S02.jpg,2592,1944,Leopard,0.0,748.0,1371.0,1462.0
212_PICT0148_S02.jpg,2592,1944,Leopard,654.0,1104.0,1371.0,1482.0
212_PICT1340_S02.jpg,2592,1944,Leopard,331.0,722.0,2053.0,1633.0
212_PICT0345_S02.jpg,2592,1944,Leopard,583.0,909.0,2108.0,1626.0
212_IMG_0057_S02.jpg,2048,1536,Leopard,764.0,750.0,1872.0,1328.0
212_IMG_0022_S02.jpg,2048,1536,Leopard,1675.0,848.0,2046.0,1323.0
211_PICT0770_S02.jpg,2592,1944,Leopard,288.0,176.0,2600.0,1709.0
212_IMG_0019_S02.jpg,2048,1536,Leopard,1187.0,817.0,2046.0,1265.0
212_IMG_0020_S02.jpg,2048,1536,Leopard,1578.0,808.0,2045.0,1227.0
212_IMG_0021_S02.jpg,2048,1536,Leopard,1859.0,801.0,2048.0,1210.0
212_IMG_0097_S02.jpg,2048,1536,Leopard,706.0,893.0,1816.0,1390.0
212_IMG_0096_S02.jpg,2048,1536,Leopard,118.0,904.0,1366.0,1490.0
212_IMG_0095_S02.jpg,2048,1536,Leopard,6.0,951.0,1093.0,1495.0
212_IMG_0094_S02.jpg,2048,1536,Leopard,0.0,938.0,880.0,1497.0
212_IMG_0093_S02.jpg,2048,1536,Leopard,0.0,927.0,678.0,1500.0
212_IMG_0091_S02.jpg,2048,1536,Leopard,2.0,963.0,743.0,1486.0
212_IMG_0063_S02.jpg,2048,1536,Leopard,1382.0,851.0,2048.0,1330.0
212_IMG_0062_S02.jpg,2048,1536,Leopard,1040.0,856.0,2011.0,1344.0
212_IMG_0061_S02.jpg,2048,1536,Leopard,573.0,867.0,1701.0,1408.0
212_IMG_0060_S02.jpg,2048,1536,Leopard,21.0,898.0,1283.0,1486.0
212_IMG_0059_S02.jpg,2048,1536,Leopard,0.0,915.0,976.0,1491.0
212_IMG_0024_S02.jpg,2048,1536,Leopard,714.0,852.0,1821.0,1414.0
212_IMG_0025_S02.jpg,2048,1536,Leopard,0.0,930.0,1274.0,1474.0
212_IMG_0026_S02.jpg,2048,1536,Leopard,0.0,949.0,726.0,1496.0
212_IMG_0049_S02.jpg,2048,1536,Leopard,2.0,971.0,280.0,1386.0
212_IMG_0051_S02.jpg,2048,1536,Leopard,0.0,883.0,962.0,1405.0
211_PICT0772_S02.jpg,2592,1944,Leopard,1472.0,365.0,2592.0,1495.0
212_IMG_0054_S02.jpg,2048,1536,Leopard,1383.0,817.0,2048.0,1332.0
212_IMG_0056_S02.jpg,2048,1536,Leopard,1408.0,748.0,2048.0,1230.0
212_IMG_0058_S02.jpg,2048,1536,Leopard,2.0,965.0,542.0,1498.0
212_IMG_0508_S02.jpg,2048,1536,Leopard,1339.0,785.0,2046.0,1186.0
212_IMG_0058_S02_2.jpg,2048,1536,Leopard,2.0,878.0,693.0,1432.0
212_IMG_0053_S02.jpg,2048,1536,Leopard,761.0,801.0,1880.0,1342.0
265_IMAG0091_S02.jpg,2560,1920,Leopard,0.0,874.0,1194.0,1834.0
265_IMAG0024_S02.jpg,2560,1920,Leopard,215.0,573.0,2104.0,1595.0
265_IMAG0023_S02.jpg,2560,1920,Leopard,18.0,726.0,1724.0,1800.0
265_IMG_0584_S02.jpg,2048,1536,Leopard,3.0,700.0,445.0,1265.0
265_IMG_0583_S02.jpg,2048,1536,Leopard,1.0,720.0,850.0,1334.0
265_IMG_0582_S02.jpg,2048,1536,Leopard,62.0,786.0,1562.0,1466.0
265_IMG_0581_S02.jpg,2048,1536,Leopard,399.0,830.0,1842.0,1506.0
265_IMG_0579_S02.jpg,2048,1536,Leopard,1541.0,1212.0,2046.0,1506.0
265_IMG_0577_S02.jpg,2048,1536,Leopard,1032.0,1070.0,2046.0,1506.0
265_IMG_0576_S02.jpg,2048,1536,Leopard,644.0,844.0,2048.0,1503.0
265_IMG_0575_S02.jpg,2048,1536,Leopard,602.0,908.0,2026.0,1508.0
265_IMG_0573_S02.jpg,2048,1536,Leopard,332.0,702.0,1814.0,1512.0
265_IMAG0391_S02.jpg,2560,1920,Leopard,2.0,1002.0,838.0,1844.0
265_IMG_0572_S02.jpg,2048,1536,Leopard,85.0,781.0,1323.0,1448.0
265_IMG_0570_S02.jpg,2048,1536,Leopard,2.0,689.0,586.0,1308.0
265_IMG_0405_S02.jpg,2048,1536,Leopard,667.0,868.0,2048.0,1502.0
265_IMG_0404_S02.jpg,2048,1536,Leopard,357.0,769.0,1784.0,1478.0
265_IMG_0403_S02.jpg,2048,1536,Leopard,4.0,746.0,1075.0,1312.0
265_IMG_0402_S02.jpg,2048,1536,Leopard,0.0,647.0,878.0,1275.0
265_IMG_0400_S02.jpg,2048,1536,Leopard,0.0,647.0,877.0,1276.0
265_IMG_0399_S02.jpg,2048,1536,Leopard,0.0,689.0,902.0,1276.0
265_IMG_0398_S02.jpg,2048,1536,Leopard,2.0,694.0,864.0,1275.0
265_IMG_0397_S02.jpg,2048,1536,Leopard,2.0,695.0,891.0,1276.0
265_IMG_0396_S02.jpg,2048,1536,Leopard,0.0,728.0,1001.0,1278.0
265_IMG_0395_S02.jpg,2048,1536,Leopard,2.0,732.0,1001.0,1279.0
265_IMG_0571_S02.jpg,2048,1536,Leopard,0.0,754.0,1006.0,1398.0
235_IMG_0123_S02.jpg,2048,1536,Leopard,1198.0,649.0,2045.0,1157.0
235_IMG_0122_S02.jpg,2048,1536,Leopard,1359.0,634.0,2045.0,1111.0
265_IMG_0569_S02.jpg,2048,1536,Leopard,2.0,754.0,334.0,1249.0
265_IMG_0394_S02.jpg,2048,1536,Leopard,0.0,701.0,777.0,1240.0
265_IMG_0393_S02.jpg,2048,1536,Leopard,1.0,691.0,619.0,1178.0
265_IMG_0392_S02.jpg,2048,1536,Leopard,3.0,614.0,510.0,1166.0
265_IMG_0910_S02.jpg,2048,1536,Leopard,100.0,766.0,1078.0,1370.0
265_IMG_0909_S02.jpg,2048,1536,Leopard,0.0,646.0,517.0,1178.0
265_IMG_0369_S02.jpg,2048,1536,Leopard,2.0,604.0,513.0,1202.0
265_IMG_0367_S02.jpg,2048,1536,Leopard,325.0,728.0,1755.0,1453.0
265_IMG_0365_S02.jpg,2048,1536,Leopard,1107.0,905.0,2048.0,1505.0
265_IMG_0364_S02.jpg,2048,1536,Leopard,1508.0,1014.0,2048.0,1502.0
265_IMG_0363_S02.jpg,2048,1536,Leopard,1704.0,1122.0,2046.0,1496.0
265_IMG_0362_S02.jpg,2048,1536,Leopard,1693.0,1119.0,2045.0,1495.0
265_IMG_0361_S02.jpg,2048,1536,Leopard,1646.0,1124.0,2046.0,1498.0
265_IMG_0260_S02.jpg,2048,1536,Leopard,838.0,1086.0,2048.0,1505.0
265_IMG_0258_S02.jpg,2048,1536,Leopard,240.0,903.0,1310.0,1481.0
265_IMG_0257_S02.jpg,2048,1536,Leopard,0.0,823.0,1004.0,1399.0
265_IMG_0391_S02.jpg,2048,1536,Leopard,1.0,594.0,233.0,1074.0
265_IMAG0393_S02.jpg,2560,1920,Leopard,0.0,949.0,1102.0,1839.0
265_IMG_0078_S02.jpg,2048,1536,Leopard,1656.0,938.0,2048.0,1486.0
265_IMG_0166_S02.jpg,2048,1536,Leopard,497.0,634.0,1878.0,1366.0
265_IMG_0172_S02.jpg,2048,1536,Leopard,1797.0,1122.0,2046.0,1498.0
265_IMG_0173_S02.jpg,2048,1536,Leopard,1626.0,1062.0,2048.0,1506.0
235_IMG_0121_S02.jpg,2048,1536,Leopard,1617.0,632.0,2045.0,1117.0
265_IMG_0174_S02.jpg,2048,1536,Leopard,1338.0,978.0,2045.0,1504.0
265_IMG_0176_S02.jpg,2048,1536,Leopard,0.0,635.0,1104.0,1317.0
265_IMG_0190_S02_2.jpg,2048,1536,Leopard,3.0,585.0,1117.0,1182.0
265_IMG_0191_S02.jpg,2048,1536,Leopard,403.0,684.0,1685.0,1333.0
265_IMG_0256_S02.jpg,2048,1536,Leopard,4.0,750.0,566.0,1300.0
265_IMG_0175_S02.jpg,2048,1536,Leopard,569.0,788.0,2048.0,1505.0
265_IMG_0942_S02.jpg,2048,1536,Leopard,778.0,933.0,2035.0,1502.0
216_IMAG0522_S02.jpg,2560,1920,Leopard,3.0,1121.0,1375.0,1799.0
216_IMAG0520_S02.jpg,2560,1920,Leopard,62.0,788.0,1600.0,1789.0
216_IMG_3607_S02.jpg,2048,1536,Leopard,2.0,790.0,471.0,1177.0
216_IMG_3606_S02.jpg,2048,1536,Leopard,1560.0,838.0,1906.0,962.0
216_IMG_3605_S02.jpg,2048,1536,Leopard,1551.0,831.0,1907.0,962.0
216_IMG_3603_S02.jpg,2048,1536,Leopard,1674.0,686.0,2048.0,934.0
216_IMG_3602_S02.jpg,2048,1536,Leopard,1421.0,676.0,1997.0,967.0
216_IMG_3600_S02.jpg,2048,1536,Leopard,180.0,710.0,1073.0,1142.0
216_IMG_3599_S02.jpg,2048,1536,Leopard,3.0,744.0,702.0,1171.0
216_IMG_3598_S02.jpg,2048,1536,Leopard,2.0,797.0,289.0,1176.0
216_IMG_3597_S02.jpg,2048,1536,Leopard,2.0,755.0,442.0,1189.0
216_IMG_3596_S02.jpg,2048,1536,Leopard,2.0,727.0,744.0,1175.0
216_IMG_3595_S02.jpg,2048,1536,Leopard,95.0,676.0,1030.0,1156.0
216_IMG_3593_S02.jpg,2048,1536,Leopard,992.0,662.0,1464.0,1036.0
216_IMG_3592_S02.jpg,2048,1536,Leopard,1240.0,674.0,1467.0,999.0
216_IMG_3294_S02.jpg,2048,1536,Leopard,0.0,842.0,282.0,1198.0
216_IMG_3293_S02.jpg,2048,1536,Leopard,64.0,683.0,1117.0,1150.0
216_IMG_3291_S02.jpg,2048,1536,Leopard,1128.0,636.0,1714.0,1004.0
215_IMG_0333_S02.jpg,2048,1536,Leopard,1482.0,550.0,2038.0,1346.0
215_IMG_0332_S02.jpg,2048,1536,Leopard,1482.0,553.0,2042.0,1342.0
215_IMG_0114_S02.jpg,2048,1536,Leopard,36.0,631.0,1178.0,1107.0
215_IMG_0113_S02.jpg,2048,1536,Leopard,85.0,613.0,1190.0,1126.0
215_IMG_0112_S02.jpg,2048,1536,Leopard,166.0,607.0,1167.0,1123.0
216_IMG_3611_S02.jpg,2048,1536,Leopard,1094.0,669.0,1808.0,1024.0
216_IMG_3612_S02.jpg,2048,1536,Leopard,812.0,716.0,1516.0,1054.0
216_IMG_3613_S02.jpg,2048,1536,Leopard,0.0,798.0,586.0,1186.0
216_IMAG0517_S02.jpg,2560,1920,Leopard,2260.0,585.0,2556.0,1115.0
216_File0303_S02.jpg,2048,1536,Leopard,67.0,626.0,838.0,1104.0
216_File0301_S02.jpg,2048,1536,Leopard,0.0,618.0,835.0,1132.0
216_File0299_S02.jpg,2048,1536,Leopard,488.0,626.0,1262.0,1060.0
216_File0298_S02.jpg,2048,1536,Leopard,0.0,650.0,918.0,1130.0
216_11120413_S02.jpg,2048,1536,Leopard,0.0,995.0,713.0,1421.0
216_11120412_S02.jpg,2048,1536,Leopard,0.0,974.0,896.0,1389.0
216_10240405_S02.jpg,2048,1536,Leopard,0.0,952.0,774.0,1400.0
216_10240404_S02.jpg,2048,1536,Leopard,0.0,946.0,920.0,1394.0
216_10240403_S02.jpg,2048,1536,Leopard,1.0,947.0,1091.0,1390.0
216_10150402_S02.jpg,2048,1536,Leopard,276.0,861.0,1419.0,1386.0
216_IMG_3614_S02.jpg,2048,1536,Leopard,3.0,805.0,378.0,1194.0
216_IMG_3615_S02.jpg,2048,1536,Leopard,2.0,842.0,270.0,1184.0
216_IMG_3292_S02.jpg,2048,1536,Leopard,541.0,662.0,1410.0,1081.0
216_IMG_3290_S02.jpg,2048,1536,Leopard,1238.0,643.0,1805.0,986.0
